-1,-2.8968,-2.3499
1,-7.5632,-1.4137
-1,8.1919,-5.3438
1,-0.68231,1.1094
-1,-3.0341,-3.9948
1,-5.1594,1.827
-1,2.9398,-5.106
1,4.7176,0.93498
-1,-2.668,-4.2721
1,-3.0208,2.1934
-1,6.2035,-5.0903
1,2.4802,0.95138
-1,-2.651,-3.7951
1,-6.25,6.2256
-1,2.0124,-5.6165
1,-1.4975,0.9889
-1,-3.285,-3.4593
1,-5.613,6.969
-1,6.4439,-5.2682
1,-0.15191,0.94464
-1,-3.4659,-4.5381
1,-3.2516,2.9041
-1,7.516,-4.6765
1,-0.38296,1.0021
-1,-3.8923,-7.2671
1,-3.1943,11.745
-1,5.0534,-4.6722
1,1.8492,1.1909
-1,-2.6681,-3.8621
1,-5.4435,3.4659
-1,5.4679,-4.8479
1,1.3251,1.3006
-1,-2.2348,2.0614
1,-6.6562,4.3938
-1,2.1577,-5.1536
1,5.5828,1.0092
-1,-2.5321,-6.1173
1,-4.6797,8.7308
-1,6.827,-5.4191
1,3.5739,1.2445
-1,-3.482,-8.7507
1,-6.3476,12.378
-1,1.3654,-5.4427
1,0.017252,1.0047
-1,-2.9623,-0.065813
1,-6.2443,6.5708
-1,8.063,-5.409
1,1.3021,0.93009
-1,-3.0311,2.4136
1,-5.2224,3.3532
-1,7.6269,-5.2168
1,-5.1377,1.116
-1,-2.7368,-1.8461
1,-4.3983,4.0251
-1,1.7592,-5.0613
1,2.8167,1.0239
-1,-2.6476,-1.1173
1,-7.2156,4.3633
-1,5.8678,-5.4894
1,4.1452,0.92443
-1,-2.9371,-1.1784
1,-2.5861,0.024847
-1,7.4745,-5.0885
1,-1.2781,1.0372
-1,-3.5696,-4.331
1,-3.0022,7.4579
-1,3.5368,-5.5932
1,-3.9778,1.2485
-1,-3.0433,-2.2095
1,-7.8101,6.2174
-1,4.6575,-5.2691
1,3.0392,0.99168
-1,-3.2093,-8.8906
1,-8.1457,6.3892
-1,8.1187,-4.8158
1,-3.7756,1.1705
-1,-2.7609,-2.2949
1,-4.6102,9.8857
-1,6.5785,-4.9922
1,4.695,1.1175
-1,-2.7178,-3.1241
1,-5.2931,1.1982
-1,4.0473,-5.0732
1,-0.64955,0.83319
-1,-3.3882,-2.352
1,-5.7083,13.786
