-1,-1.2587,-3.328
1,-13.748,3.5878
-1,4.0551,-5.0041
1,3.7132,-0.7112
-1,-2.0041,-3.2509
1,-0.028016,3.7988
-1,5.6291,-4.963
1,3.7697,0.024798
-1,3.9173,-3.8965
1,-6.5221,7.19
-1,5.093,-4.9794
1,3.713,2.4339
-1,-0.74538,-3.5431
1,-6.3466,5.5452
-1,4.3243,-5.0038
1,3.7951,7.0017
-1,-1.595,-3.9502
1,-3.7634,5.5452
-1,4.1314,-4.9889
1,3.7843,-2.0224
-1,0.17252,-3.4862
1,-7.5973,3.9177
-1,5.068,-4.9829
1,3.8869,-1.6194
-1,1.6596,-3.1953
1,-0.79156,4.3805
-1,5.1041,-5.0029
1,3.7978,-1.0694
-1,-1.4658,-3.267
1,-2.4393,3.884
-1,5.3159,-5.0233
1,3.7999,-2.528
-1,1.0234,-3.282
1,-10.83,7.2534
-1,3.8041,-4.952
1,3.8024,-0.68211
-1,0.41098,-3.3027
1,2.329,3.5661
-1,5.6626,-5.0233
1,3.6892,1.1595
-1,-0.33473,-2.6925
1,5.294,4.0211
-1,4.409,-5.0552
1,3.7909,4.0012
-1,-0.84106,-3.0178
1,-6.4025,4.8564
-1,5.747,-5.0072
1,3.7671,0.9193
-1,2.8383,-4.2996
1,-5.008,5.1151
-1,5.4005,-4.9712
1,3.754,1.6843
-1,4.9402,-2.767
1,-6.9927,3.4791
-1,4.27,-5.0189
1,3.7349,-2.1627
-1,1.0739,-3.0395
1,-9.4546,6.9616
-1,6.3957,-5.0146
1,3.8199,-1.4188
-1,1.8551,-3.4545
1,-1.3064,3.7074
-1,3.2495,-4.9874
1,3.7302,1.4456
-1,-0.5807,-3.9228
1,1.8383,3.5317
-1,4.7659,-5.0268
1,3.8164,1.6301
-1,-2.5687,-2.7091
1,-3.0951,2.594
-1,5.3344,-4.9921
1,3.7334,5.8951
-1,0.54494,-2.4612
1,-11.009,4.8023
-1,6.4093,-4.9731
1,3.7479,1.9968
-1,-1.8425,-2.4952
1,-10.099,6.0158
-1,4.0507,-5.0497
1,3.7342,1.058
-1,3.102,-3.3073
1,-9.4547,5.9569
-1,4.6925,-4.9618
1,3.7909,-1.3604
-1,-2.611,-3.2486
1,-10.826,4.6983
-1,7.1404,-5.0404
1,3.7587,0.67233
-1,2.1478,-4.3705
1,-4.5544,3.179
-1,2.6735,-5.0229
1,3.745,-1.9996
-1,-1.7289,-2.9656
1,1.6528,3.9316
-1,5.4192,-4.9654
1,3.7632,4.2939
-1,3.0871,-4.0017
1,-3.3719,6.4485
-1,4.3758,-5.0713
1,3.7008,-0.4919
-1,1.2593,-2.3485
1,-10.32,7.3742
-1,5.2288,-5.0047
1,3.7906,-1.2948
-1,-2.0443,-3.2386
1,-4.3843,4.4466
-1,5.1747,-4.9976
1,3.6532,2.2508
-1,-1.4657,-3.7488
1,0.8913,4.6374
-1,5.0822,-4.9861
1,3.7639,0.8306
-1,-0.46108,-3.8325
1,-4.5541,2.917
-1,5.3933,-5.0007
1,3.7552,-1.4492
