-1,-3.5682,-3.4609
1,-9.8088,10.722
-1,2.8404,-6.6318
1,1.4365,8.2319
-1,-2.8652,-3.7525
1,-7.8936,7.366
-1,7.5198,-9.1996
1,2.9639,4.7943
-1,-2.3442,-3.7434
1,-7.2954,6.8677
-1,10.443,-8.4499
1,-2.0395,-3.1915
-1,-2.6816,-2.9331
1,-6.7249,7.9825
-1,7.0252,-7.6492
1,-0.57384,1.0253
-1,-3.3129,-6.3346
1,-7.9172,12.456
-1,9.8332,-8.0988
1,1.7852,4.5384
-1,-2.213,-5.7238
1,-9.1324,8.1536
-1,5.8972,-6.2016
1,0.15677,3.729
-1,-4.0573,0.55805
1,-9.6538,10.829
-1,6.6344,-7.1176
1,5.6192,0.5737
-1,-2.9552,-3.774
1,-11.118,9.7404
-1,9.9216,-7.1795
1,1.4669,7.6996
-1,-2.1694,-6.617
1,-6.1655,6.7915
-1,8.5859,-8.2603
1,4.9029,-4.204
-1,-3.3264,-8.1016
1,-7.7162,8.9956
-1,9.4794,-5.6332
1,0.38856,-3.6673
-1,-2.6477,-4.8681
1,-6.5291,8.9446
-1,8.7514,-7.1161
1,-1.3526,0.87194
-1,-1.5573,-10.341
1,-8.1493,5.8779
-1,7.8952,-7.2106
1,6.3684,0.23843
-1,-3.0328,-2.5804
1,-10.244,6.7006
-1,7.7931,-9.084
1,-3.3886,-0.66624
-1,-3.6419,-1.9783
1,-9.6835,8.7621
-1,8.4116,-8.7505
1,1.2371,3.7505
-1,-1.9679,-9.6606
1,-7.9092,3.6415
-1,9.1265,-10.43
1,-2.7252,-0.63349
-1,-2.523,-6.6859
1,-7.1443,9.624
-1,7.2254,-10.373
1,-1.2449,5.6913
-1,-2.4956,-7.2288
1,-7.3209,4.2593
-1,7.8633,-5.0462
1,1.8799,0.83021
-1,-2.7523,-2.0509
1,-3.5128,3.7063
-1,9.1693,-8.0415
1,-3.8892,-1.1067
-1,-1.6864,-9.4275
1,-8.1483,5.9669
-1,9.7697,-6.7672
1,5.9831,-0.24938
-1,-3.2948,-7.5598
1,-5.1997,14.725
-1,9.6798,-8.2116
1,0.2391,1.7663
-1,-2.8716,-7.416
1,-3.3477,9.7764
-1,8.0635,-8.6717
1,1.486,3.9921
-1,-3.5939,-3.8354
1,-10.293,5.1881
-1,7.6907,-8.261
1,-1.5338,6.6091
-1,-3.8678,-3.2969
1,-8.6652,7.7832
-1,4.8632,-11.012
1,9.3459,0.089595
-1,-3.2218,0.71131
1,-7.4588,6.1317
-1,7.3989,-9.0794
1,4.874,-0.1308
-1,-3.2002,-5.3885
1,-6.5477,4.2866
-1,9.0568,-10.499
1,-0.98406,9.3294
-1,-4.176,-1.6969
1,-8.871,6.5174
-1,6.7288,-6.2599
1,-1.1948,-3.2408
-1,-4.1601,1.9897
1,-5.0716,8.7196
-1,10.863,-7.6976
1,4.6295,-2.2326
-1,-4.0891,-3.6857
1,-9.171,7.5841
-1,6.6637,-8.5401
1,-0.44039,1.3825
-1,-3.9342,-3.3774
1,-9.2897,8.5812
-1,7.6851,-4.7045
1,0.13201,6.2462
-1,-2.2385,-2.6508
1,-10.619,3.4596
-1,10.055,-6.812
1,-5.2332,2.0497
-1,-3.3268,-5.0161
1,-11.413,13.392
-1,7.7936,-6.8872
1,-4.0495,3.1549
-1,-3.6357,-6.7043
1,-7.0094,5.6546
-1,6.1985,-6.7975
1,3.494,2.0345
-1,-3.0058,-8.1025
1,-9.0605,4.4694
-1,7.7844,-5.3773
1,-1.4273,0.89692
-1,-3.8499,0.24978
1,-9.089,8.7212
-1,7.4055,-8.4465
1,-1.279,3.5631
-1,-0.45416,-5.8752
1,-8.9909,9.7744
-1,8.6136,-5.7921
1,5.4821,2.6025
-1,-3.2353,-2.786
1,-7.5403,10.175
-1,8.3002,-6.7507
1,7.0663,8.6138
-1,-3.0815,-3.1834
1,-10.569,8.8167
-1,8.9638,-7.3782
1,-0.63315,-1.9077
-1,-3.1381,-4.9151
1,-6.1611,0.15298
-1,7.2771,-8.9659
1,-5.4225,3.9735
-1,-3.9646,-4.7182
1,-10.018,4.2171
-1,7.4509,-6.8241
1,-2.5051,-1.1082
-1,-1.7657,-10.346
1,-4.8478,5.9355
-1,11.371,-7.1912
1,-2.4254,-0.37747
-1,-4.6429,-4.5232
1,-7.0663,7.0729
-1,8.3127,-4.8735
1,0.017434,6.1237
-1,-3.897,-0.37561
1,-7.417,7.1122
-1,8.6651,-6.7846
1,1.587,-1.7025
-1,-3.2357,-8.791
1,-5.7489,4.7672
-1,6.5811,-5.738
1,3.5362,5.5751
-1,-2.8731,-6.7693
1,-7.4271,6.1767
-1,5.0939,-7.2384
1,4.2796,7.4246
-1,-4.7077,0.66255
1,-4.4371,2.6077
-1,3.8696,-6.4422
1,2.7695,1.4967
-1,-2.2354,-6.2122
1,-5.1144,10.806
-1,6.224,-8.6866
1,3.705,9.0059
-1,-3.311,0.89784
1,-6.5791,2.2156
-1,6.4648,-5.5571
1,6.1109,-0.82288
-1,-3.18,-6.0934
1,-11.347,4.1102
-1,6.5458,-7.7839
1,1.5217,7.7386
-1,-3.3179,-2.405
1,-9.8915,-0.36564
-1,5.069,-7.1051
1,1.0921,0.93789
-1,-2.2545,-0.74302
1,-8.0211,10.489
-1,7.9277,-11.41
1,-6.0055,4.131
-1,-2.9008,2.8854
1,-7.9806,3.3394
-1,6.2335,-8.8055
1,-3.6358,-1.0632
-1,-4.5819,-3.0715
1,-6.7401,10.643
-1,6.7029,-5.288
1,-2.637,5.9458
-1,-2.7215,-1.6653
1,-10.259,6.8497
-1,6.4141,-6.5406
1,6.2674,3.5436
-1,-3.654,-6.258
1,-9.005,6.6854
-1,6.3233,-8.1479
1,0.57784,-1.024
-1,-2.6904,-4.3554
1,-5.2468,11.891
-1,7.6276,-8.1312
1,-1.6518,0.39726
-1,-2.8783,-6.1349
1,-9.9983,10.014
-1,5.7093,-8.4069
1,-0.26453,2.0686
-1,-3.5243,-4.8755
1,-8.972,9.2137
-1,6.1836,-6.3207
1,-7.759,5.4177
-1,-3.8621,-1.475
1,-13.048,0.39539
-1,6.2567,-8.644
1,-0.7282,6.0557
-1,-3.2821,-0.27496
1,-7.9054,9.7887
-1,8.4904,-6.7745
1,7.7185,10.098
-1,-3.4329,1.8362
1,-9.6034,4.0532
-1,4.4099,-8.2452
1,1.8025,5.013
-1,-2.9279,-1.2067
1,-5.8965,9.3875
-1,7.5867,-8.041
1,7.082,1.9967
-1,-2.5474,-10.122
1,-11.886,10.052
-1,5.7937,-6.0076
1,5.5118,-2.7893
-1,-1.703,-1.4296
1,-6.3013,6.766
-1,7.4298,-8.2451
1,-0.79355,3.9985
-1,-3.3392,-2.7371
1,-7.2873,4.6612
-1,7.7249,-9.8476
1,-4.4426,2.7778
-1,-3.9991,-4.1225
1,-8.1719,7.9873
-1,4.2977,-8.9797
1,-1.4888,5.0887
-1,-2.2935,-2.3985
1,-7.1544,10.22
-1,7.1084,-6.2616
1,-3.9973,1.8225
-1,-2.4931,-0.10683
1,-10.625,7.7635
-1,4.4825,-6.9634
1,-3.5481,2.1294
-1,-2.7075,0.20067
1,-8.4735,0.96914
-1,3.2252,27.251
-1,-24.761,24.982
-1,-11.339,1.283
-1,-26.549,-15.728
-1,-7.439,13.69
-1,22.801,-14.339
-1,-11.981,-21.747
-1,1.1771,-29.984
-1,-26.081,-6.4406
-1,7.5505,-4.2667
-1,3.9519,-14.518
-1,-6.0583,10.008
-1,-4.7368,-17.433
-1,15.832,24.388
-1,10.503,27.684
-1,-17.744,19.422
-1,-20.015,-25.526
-1,17.882,2.1447
-1,4.6008,14.002
-1,-2.8309,-5.7637
-1,-14.896,18.113
-1,25.445,-19.844
-1,12.401,0.59079
-1,3.2517,6.4
-1,-23.091,23.164
-1,-19.892,-6.3664
-1,-15.497,21.97
-1,17.203,-11.253
-1,28.357,25.017
-1,1.5005,-25.846
